icd_code,icd_version,diagnosis_title,diagnosis_key
S72136K,10,"Nondisplaced apophyseal fracture of unspecified femur, subsequent encounter for closed fracture with nonunion",10-S72136K
S72499E,10,"Other fracture of lower end of unspecified femur, subsequent encounter for open fracture type I or II with routine healing",10-S72499E
S80251D,10,"Superficial foreign body, right knee, subsequent encounter",10-S80251D
S81829,10,"Laceration with foreign body, unspecified lower leg",10-S81829
S82012N,10,"Displaced osteochondral fracture of left patella, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",10-S82012N
S82102G,10,"Unspecified fracture of upper end of left tibia, subsequent encounter for closed fracture with delayed healing",10-S82102G
S82265D,10,"Nondisplaced segmental fracture of shaft of left tibia, subsequent encounter for closed fracture with routine healing",10-S82265D
S82432P,10,"Displaced oblique fracture of shaft of left fibula, subsequent encounter for closed fracture with malunion",10-S82432P
S83011,10,Lateral subluxation of right patella,10-S83011
S8311,10,Anterior subluxation and dislocation of proximal end of tibia,10-S8311
S83202,10,"Bucket-handle tear of unspecified meniscus, current injury, unspecified knee",10-S83202
S86991A,10,"Other injury of unspecified muscle(s) and tendon(s) at lower leg level, right leg, initial encounter",10-S86991A
S89121K,10,"Salter-Harris Type II physeal fracture of lower end of right tibia, subsequent encounter for fracture with nonunion",10-S89121K
S92121,10,Displaced fracture of body of right talus,10-S92121
S92123B,10,"Displaced fracture of body of unspecified talus, initial encounter for open fracture",10-S92123B
S92332,10,"Displaced fracture of third metatarsal bone, left foot",10-S92332
S92502D,10,"Displaced unspecified fracture of left lesser toe(s), subsequent encounter for fracture with routine healing",10-S92502D
T17528D,10,"Food in bronchus causing other injury, subsequent encounter",10-T17528D
T1780,10,Unspecified foreign body in other parts of respiratory tract,10-T1780
T2135,10,Burn of third degree of buttock,10-T2135
T23139A,10,"Burn of first degree of unspecified multiple fingers (nail), not including thumb, initial encounter",10-T23139A
T25719A,10,"Corrosion of third degree of unspecified ankle, initial encounter",10-T25719A
T272XXD,10,"Burn of other parts of respiratory tract, subsequent encounter",10-T272XXD
T33012S,10,"Superficial frostbite of left ear, sequela",10-T33012S
T3792,10,"Poisoning by unspecified systemic anti-infective and antiparasitics, intentional self-harm",10-T3792
T43693D,10,"Poisoning by other psychostimulants, assault, subsequent encounter",10-T43693D
T477X3,10,"Poisoning by emetics, assault",10-T477X3
T562X2S,10,"Toxic effect of chromium and its compounds, intentional self-harm, sequela",10-T562X2S
T572X4S,10,"Toxic effect of manganese and its compounds, undetermined, sequela",10-T572X4S
T82856,10,Stenosis of peripheral vascular stent,10-T82856
T83120,10,Displacement of urinary electronic stimulator device,10-T83120
T84098D,10,"Other mechanical complication of other internal joint prosthesis, subsequent encounter",10-T84098D
T8501,10,Breakdown (mechanical) of ventricular intracranial (communicating) shunt,10-T8501
T8521,10,Breakdown (mechanical) of intraocular lens,10-T8521
T85598,10,"Other mechanical complication of other gastrointestinal prosthetic devices, implants and grafts",10-T85598
V0032,10,Snow-ski accident,10-V0032
V0291XA,10,"Pedestrian on roller-skates injured in collision with two- or three-wheeled motor vehicle, unspecified whether traffic or nontraffic accident, initial encounter",10-V0291XA
V2919XA,10,"Motorcycle passenger injured in collision with other motor vehicles in nontraffic accident, initial encounter",10-V2919XA
V4322XS,10,"Person on outside of car injured in collision with other type car in nontraffic accident, sequela",10-V4322XS
V7950,10,Passenger on bus injured in collision with unspecified motor vehicles in traffic accident,10-V7950
V833XXA,10,"Unspecified occupant of special industrial vehicle injured in traffic accident, initial encounter",10-V833XXA
W16821S,10,"Jumping or diving into other water striking bottom causing drowning and submersion, sequela",10-W16821S
Y92039,10,Unspecified place in apartment as the place of occurrence of the external cause,10-Y92039
Z31448,10,Encounter for other genetic testing of male for procreative management,10-Z31448
Z86000,10,Personal history of in-situ neoplasm of breast,10-Z86000
Z8731,10,Personal history of (healed) nontraumatic fracture,10-Z8731
A0471,10,"Enterocolitis due to Clostridium difficile, recurrent",10-A0471
A509,10,"Congenital syphilis, unspecified",10-A509
B189,10,"Chronic viral hepatitis, unspecified",10-B189
C50111,10,Malignant neoplasm of central portion of right female breast,10-C50111
C773,10,Secondary and unspecified malignant neoplasm of axilla and upper limb lymph nodes,10-C773
D07,10,Carcinoma in situ of other and unspecified genital organs,10-D07
F28,10,Other psychotic disorder not due to a substance or known physiological condition,10-F28
G4080,10,Other epilepsy,10-G4080
G510,10,Bell's palsy,10-G510
H0412,10,Dry eye syndrome,10-H0412
H25042,10,"Posterior subcapsular polar age-related cataract, left eye",10-H25042
H3545,10,Secondary pigmentary degeneration,10-H3545
H401132,10,"Primary open-angle glaucoma, bilateral, moderate stage",10-H401132
H40132,10,"Pigmentary glaucoma, left eye",10-H40132
H4062X1,10,"Glaucoma secondary to drugs, left eye, mild stage",10-H4062X1
H61819,10,"Exostosis of external canal, unspecified ear",10-H61819
H7013,10,"Chronic mastoiditis, bilateral",10-H7013
H8309,10,"Labyrinthitis, unspecified ear",10-H8309
I70632,10,Atherosclerosis of nonbiological bypass graft(s) of the right leg with ulceration of calf,10-I70632
I82890,10,Acute embolism and thrombosis of other specified veins,10-I82890
K717,10,Toxic liver disease with fibrosis and cirrhosis of liver,10-K717
L89011,10,"Pressure ulcer of right elbow, stage 1",10-L89011
L902,10,Anetoderma of Jadassohn-Pellizzari,10-L902
M06822,10,"Other specified rheumatoid arthritis, left elbow",10-M06822
M21279,10,"Flexion deformity, unspecified ankle and toes",10-M21279
M242,10,Disorder of ligament,10-M242
M2587,10,"Other specified joint disorders, ankle and foot",10-M2587
M4300,10,"Spondylolysis, site unspecified",10-M4300
M4982,10,"Spondylopathy in diseases classified elsewhere, cervical region",10-M4982
M6203,10,"Separation of muscle (nontraumatic), forearm",10-M6203
M62172,10,"Other rupture of muscle (nontraumatic), left ankle and foot",10-M62172
M80029S,10,"Age-related osteoporosis with current pathological fracture, unspecified humerus, sequela",10-M80029S
M84469G,10,"Pathological fracture, unspecified tibia and fibula, subsequent encounter for fracture with delayed healing",10-M84469G
M84471,10,"Pathological fracture, right ankle",10-M84471
M8882,10,Osteitis deformans of upper arm,10-M8882
O0971,10,"Supervision of high risk pregnancy due to social problems, first trimester",10-O0971
O358,10,Maternal care for other (suspected) fetal abnormality and damage,10-O358
O3690,10,"Maternal care for fetal problem, unspecified, unspecified trimester",10-O3690
P0089,10,Newborn affected by other maternal conditions,10-P0089
Q5001,10,"Congenital absence of ovary, unilateral",10-Q5001
R31,10,Hematuria,10-R31
S00531A,10,"Contusion of lip, initial encounter",10-S00531A
S2032,10,Blister (nonthermal) of front wall of thorax,10-S2032
S22029S,10,"Unspecified fracture of second thoracic vertebra, sequela",10-S22029S
S23101,10,Dislocation of unspecified thoracic vertebra,10-S23101
S25519A,10,"Laceration of intercostal blood vessels, unspecified side, initial encounter",10-S25519A
S31121D,10,"Laceration of abdominal wall with foreign body, left upper quadrant without penetration into peritoneal cavity, subsequent encounter",10-S31121D
S33130S,10,"Subluxation of L3/L4 lumbar vertebra, sequela",10-S33130S
S36419A,10,"Primary blast injury of unspecified part of small intestine, initial encounter",10-S36419A
S37502,10,"Unspecified injury of fallopian tube, bilateral",10-S37502
S3769XS,10,"Other injury of uterus, sequela",10-S3769XS
S41122S,10,"Laceration with foreign body of left upper arm, sequela",10-S41122S
S42111S,10,"Displaced fracture of body of scapula, right shoulder, sequela",10-S42111S
S42352,10,"Displaced comminuted fracture of shaft of humerus, left arm",10-S42352
S42364,10,"Nondisplaced segmental fracture of shaft of humerus, right arm",10-S42364
S42442A,10,"Displaced fracture (avulsion) of medial epicondyle of left humerus, initial encounter for closed fracture",10-S42442A
S42446A,10,"Nondisplaced fracture (avulsion) of medial epicondyle of unspecified humerus, initial encounter for closed fracture",10-S42446A
S4290XP,10,"Fracture of unspecified shoulder girdle, part unspecified, subsequent encounter for fracture with malunion",10-S4290XP
S43004D,10,"Unspecified dislocation of right shoulder joint, subsequent encounter",10-S43004D
S43085A,10,"Other dislocation of left shoulder joint, initial encounter",10-S43085A
S52321Q,10,"Displaced transverse fracture of shaft of right radius, subsequent encounter for open fracture type I or II with malunion",10-S52321Q
S55119S,10,"Laceration of radial artery at forearm level, unspecified arm, sequela",10-S55119S
S56309,10,"Unspecified injury of extensor or abductor muscles, fascia and tendons of unspecified thumb at forearm level",10-S56309
S56429D,10,"Laceration of extensor muscle, fascia and tendon of unspecified finger at forearm level, subsequent encounter",10-S56429D
S5921,10,Salter-Harris Type I physeal fracture of lower end of radius,10-S5921
S61042D,10,"Puncture wound with foreign body of left thumb without damage to nail, subsequent encounter",10-S61042D
S61152A,10,"Open bite of left thumb with damage to nail, initial encounter",10-S61152A
S61254S,10,"Open bite of right ring finger without damage to nail, sequela",10-S61254S
S62016G,10,"Nondisplaced fracture of distal pole of navicular [scaphoid] bone of unspecified wrist, subsequent encounter for fracture with delayed healing",10-S62016G
S62102K,10,"Fracture of unspecified carpal bone, left wrist, subsequent encounter for fracture with nonunion",10-S62102K
S62614B,10,"Displaced fracture of proximal phalanx of right ring finger, initial encounter for open fracture",10-S62614B
S62619B,10,"Displaced fracture of proximal phalanx of unspecified finger, initial encounter for open fracture",10-S62619B
S63122S,10,"Subluxation of interphalangeal joint of left thumb, sequela",10-S63122S
S63649D,10,"Sprain of metacarpophalangeal joint of unspecified thumb, subsequent encounter",10-S63649D
S66308S,10,"Unspecified injury of extensor muscle, fascia and tendon of other finger at wrist and hand level, sequela",10-S66308S
S665,10,"Injury of intrinsic muscle, fascia and tendon of other and unspecified finger at wrist and hand level",10-S665
S71021D,10,"Laceration with foreign body, right hip, subsequent encounter",10-S71021D
S72113G,10,"Displaced fracture of greater trochanter of unspecified femur, subsequent encounter for closed fracture with delayed healing",10-S72113G
S72324P,10,"Nondisplaced transverse fracture of shaft of right femur, subsequent encounter for closed fracture with malunion",10-S72324P
S72402N,10,"Unspecified fracture of lower end of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",10-S72402N
S72421,10,Displaced fracture of lateral condyle of right femur,10-S72421
S72422D,10,"Displaced fracture of lateral condyle of left femur, subsequent encounter for closed fracture with routine healing",10-S72422D
S79012G,10,"Salter-Harris Type I physeal fracture of upper end of left femur, subsequent encounter for fracture with delayed healing",10-S79012G
S82011M,10,"Displaced osteochondral fracture of right patella, subsequent encounter for open fracture type I or II with nonunion",10-S82011M
S82154P,10,"Nondisplaced fracture of right tibial tuberosity, subsequent encounter for closed fracture with malunion",10-S82154P
S82431A,10,"Displaced oblique fracture of shaft of right fibula, initial encounter for closed fracture",10-S82431A
S82455G,10,"Nondisplaced comminuted fracture of shaft of left fibula, subsequent encounter for closed fracture with delayed healing",10-S82455G
S82463K,10,"Displaced segmental fracture of shaft of unspecified fibula, subsequent encounter for closed fracture with nonunion",10-S82463K
S82843D,10,"Displaced bimalleolar fracture of unspecified lower leg, subsequent encounter for closed fracture with routine healing",10-S82843D
S86091D,10,"Other specified injury of right Achilles tendon, subsequent encounter",10-S86091D
S86101,10,"Unspecified injury of other muscle(s) and tendon(s) of posterior muscle group at lower leg level, right leg",10-S86101
S95991D,10,"Other specified injury of unspecified blood vessel at ankle and foot level, right leg, subsequent encounter",10-S95991D
