diagnosis_key,icd_code,icd_version,diagnosis_title
9-E8023,E8023,9,Railway accident involving derailment without antecedent collision injuring pedal cyclist
9-E8644,E8644,9,Accidental poisoning by unspecified corrosives and caustics not elsewhere classified
9-E887,E887,9,"Fracture, cause unspecified"
9-V253,V253,9,Menstrual extraction
9-V5864,V5864,9,Long-term (current) use of non-steroidal anti-inflammatories (NSAID)
9-01123,01123,9,"Tuberculosis of lung with cavitation, tubercle bacilli found (in sputum) by microscopy"
9-04523,04523,9,"Acute nonparalytic poliomyelitis, poliovirus type III"
9-35922,35922,9,Myotonia congenita
9-56782,56782,9,Sclerosing mesenteritis
9-68609,68609,9,Other pyoderma
9-7470,7470,9,Patent ductus arteriosus
9-7574,7574,9,Specified anomalies of hair
9-76871,76871,9,Mild hypoxic-ischemic encephalopathy
9-83400,83400,9,"Closed dislocation of finger, unspecified part"
9-85253,85253,9,"Extradural hemorrhage following injury with open intracranial wound, with moderate [1-24 hours] loss of consciousness"
9-9801,9801,9,Toxic effect of methyl alcohol
9-99665,99665,9,"Infection and inflammatory reaction due to other genitourinary device, implant, and graft"
9-99882,99882,9,Cataract fragments in eye following cataract surgery
9-V2387,V2387,9,Pregnancy with inconclusive fetal viability
9-V5881,V5881,9,Fitting and adjustment of vascular catheter
9-01116,01116,9,"Tuberculosis of lung, nodular, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
9-01623,01623,9,"Tuberculosis of ureter, tubercle bacilli found (in sputum) by microscopy"
9-0739,0739,9,"Ornithosis, unspecified"
9-2331,2331,9,Carcinoma in situ of cervix uteri
9-27651,27651,9,Dehydration
9-37063,37063,9,Deep vascularization of cornea
9-67301,67301,9,"Obstetrical air embolism, delivered, with or without mention of antepartum condition"
9-67630,67630,9,"Other and unspecified disorder of breast associated with childbirth, unspecified as to episode of care or not applicable"
9-71100,71100,9,"Pyogenic arthritis, site unspecified"
9-75242,75242,9,Imperforate hymen
9-76525,76525,9,29-30 completed weeks of gestation
9-81322,81322,9,Closed fracture of shaft of ulna (alone)
9-83811,83811,9,"Open dislocation of tarsal (bone), joint unspecified"
9-90234,90234,9,Injury to splenic vein
9-90451,90451,9,Injury to anterior tibial artery
9-94436,94436,9,"Full-thickness skin loss [third degree, not otherwise specified] of back of hand"
9-V177,V177,9,Family history of arthritis
9-V1869,V1869,9,Family history of other kidney diseases
9-V293,V293,9,Observation for suspected genetic or metabolic condition
9-1413,1413,9,Malignant neoplasm of ventral surface of tongue
9-17352,17352,9,"Squamous cell carcinoma of skin of trunk, except scrotum"
9-37543,37543,9,Lacrimal mucocele
9-41070,41070,9,"Subendocardial infarction, episode of care unspecified"
9-43400,43400,9,Cerebral thrombosis without mention of cerebral infarction
9-56081,56081,9,Intestinal or peritoneal adhesions with obstruction (postoperative) (postinfection)
9-65563,65563,9,"Suspected damage to fetus from radiation, affecting management of mother, antepartum condition or complication"
9-65683,65683,9,"Other specified fetal and placental problems, affecting management of mother, antepartum condition or complication"
9-66614,66614,9,"Other immediate postpartum hemorrhage, postpartum condition or complication"
9-71152,71152,9,"Arthropathy associated with other viral diseases, upper arm"
9-74337,74337,9,Congenital ectopic lens
9-7913,7913,9,Myoglobinuria
9-85254,85254,9,"Extradural hemorrhage following injury with open intracranial wound, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level"
9-86405,86405,9,"Injury to liver without mention of open wound into cavity laceration, unspecified"
9-9019,9019,9,Injury to unspecified blood vessel of thorax
9-94212,94212,9,"Erythema [first degree] of chest wall, excluding breast and nipple"
9-V0179,V0179,9,Contact with or exposure to other viral diseases
9-V5339,V5339,9,Fitting and adjustment of other cardiac device
9-325,325,9,Phlebitis and thrombophlebitis of intracranial venous sinuses
9-36410,36410,9,"Chronic iridocyclitis, unspecified"
9-42742,42742,9,Ventricular flutter
9-5173,5173,9,Acute chest syndrome
9-66303,66303,9,"Prolapse of cord complicating labor and delivery, antepartum condition or complication"
9-66993,66993,9,"Unspecified complication of labor and delivery, antepartum condition or complication"
9-72709,72709,9,Other synovitis and tenosynovitis
9-75532,75532,9,"Longitudinal deficiency of lower limb, not elsewhere classified"
9-E8263,E8263,9,Pedal cycle accident injuring occupant of animal-drawn vehicle
9-E8389,E8389,9,Other and unspecified water transport accident injuring unspecified person
9-E8600,E8600,9,Accidental poisoning by alcoholic beverages
9-E8795,E8795,9,"Insertion of gastric or duodenal sound as the cause of abnormal reaction of patient, or of later complication, without mention of misadventure of time of procedure"
9-V1649,V1649,9,Family history of malignant neoplasm of other genital organs
9-01482,01482,9,"Other tuberculosis of intestines, peritoneum, and mesenteric glands, bacteriological or histological examination unknown (at present)"
9-01522,01522,9,"Tuberculosis of knee, bacteriological or histological examination unknown (at present)"
9-01726,01726,9,"Tuberculosis of peripheral lymph nodes, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
9-09843,09843,9,Gonococcal keratitis
9-25072,25072,9,"Diabetes with peripheral circulatory disorders, type II or unspecified type, uncontrolled"
9-30741,30741,9,Transient disorder of initiating or maintaining sleep
9-30929,30929,9,Other adjustment reactions with predominant disturbance of other emotions
9-3581,3581,9,Myasthenic syndromes in diseases classified elsewhere
9-38053,38053,9,Acquired stenosis of external ear canal secondary to inflammation
9-40400,40400,9,"Hypertensive heart and chronic kidney disease, malignant, without heart failure and with chronic kidney disease stage I through stage IV, or unspecified"
9-4400,4400,9,Atherosclerosis of aorta
9-53361,53361,9,"Chronic or unspecified peptic ulcer of unspecified site with hemorrhage and perforation, with obstruction"
9-65591,65591,9,"Unspecified suspected fetal abnormality, affecting management of mother, delivered, with or without mention of antepartum condition"
9-8171,8171,9,Multiple open fractures of hand bones
9-8479,8479,9,Sprain of unspecified site of back
9-9039,9039,9,Injury to unspecified blood vessel of upper extremity
9-9391,9391,9,"Foreign body in uterus, any part"
9-E0159,E0159,9,Other activity involving cooking and grilling
9-E9313,E9313,9,Quinoline and hydroxyquinoline derivatives causing adverse effects in therapeutic use
9-E9830,E9830,9,"Hanging, undetermined whether accidentally or purposely inflicted"
9-0201,0201,9,Cellulocutaneous plague
9-0970,0970,9,"Late syphilis, unspecified"
9-09940,09940,9,"Other nongonococcal urethritis, unspecified"
9-1569,1569,9,"Malignant neoplasm of biliary tract, part unspecified site"
9-2752,2752,9,Disorders of magnesium metabolism
9-3735,3735,9,Other infective dermatitis of eyelid
9-44031,44031,9,Atherosclerosis of autologous vein bypass graft of the extremities
9-57149,57149,9,Other chronic hepatitis
9-6263,6263,9,Puberty bleeding
9-66143,66143,9,"Hypertonic, incoordinate, or prolonged uterine contractions, antepartum condition or complication"
9-66884,66884,9,"Other complications of anesthesia or other sedation in labor and delivery, postpartum condition or complication"
9-71167,71167,9,"Arthropathy associated with mycoses, ankle and foot"
9-71614,71614,9,"Traumatic arthropathy, hand"
9-71895,71895,9,"Unspecified derangement of joint, pelvic region and thigh"
9-80624,80624,9,Closed fracture of T1-T6 level with other specified spinal cord injury
9-95205,95205,9,C5-C7 level with unspecified spinal cord injury
9-9730,9730,9,Poisoning by antacids and antigastric secretion drugs
9-E8078,E8078,9,Railway accident of unspecified nature injuring other specified person
9-V361,V361,9,"Other multiple birth (three or more), mates liveborn and stillborn, born before admission to hospital"
9-1590,1590,9,"Malignant neoplasm of intestinal tract, part unspecified"
9-2389,2389,9,"Neoplasm of uncertain behavior, site unspecified"
9-3068,3068,9,Other specified psychophysiological malfunction
9-3214,3214,9,Meningitis in sarcoidosis
9-41062,41062,9,"True posterior wall infarction, subsequent episode of care"
9-4408,4408,9,Atherosclerosis of other specified arteries
9-63480,63480,9,"Spontaneous abortion, with unspecified complication, unspecified"
9-64313,64313,9,"Hyperemesis gravidarum with metabolic disturbance, antepartum condition or complication"
9-73319,73319,9,Pathologic fracture of other specified site
9-7464,7464,9,Congenital insufficiency of aortic valve
9-78099,78099,9,Other general symptoms
9-78909,78909,9,"Abdominal pain, other specified site"
9-80709,80709,9,"Closed fracture of multiple ribs, unspecified"
9-8442,8442,9,Sprain of cruciate ligament of knee
9-85229,85229,9,"Subdural hemorrhage following injury without mention of open intracranial wound, with concussion, unspecified"
9-94203,94203,9,Burn of unspecified degree of abdominal wall
9-E8762,E8762,9,Failure in suture and ligature during surgical operation
9-E9240,E9240,9,"Accident caused by hot liquids and vapors, including steam"
9-V153,V153,9,"Personal history of irradiation, presenting hazards to health"
9-V1911,V1911,9,Family history of glaucoma
9-V537,V537,9,Fitting and adjustment of orthopedic devices
9-01206,01206,9,"Tuberculous pleurisy, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
9-01212,01212,9,"Tuberculosis of intrathoracic lymph nodes, bacteriological or histological examination unknown (at present)"
9-20033,20033,9,"Marginal zone lymphoma, intraabdominal lymph nodes"
9-29182,29182,9,Alcohol induced sleep disorders
9-41513,41513,9,Saddle embolus of pulmonary artery
9-42833,42833,9,Acute on chronic diastolic heart failure
9-43812,43812,9,"Late effects of cerebrovascular disease, dysphasia"
9-5223,5223,9,Abnormal hard tissue formation in pulp
9-53420,53420,9,"Acute gastrojejunal ulcer with hemorrhage and perforation, without mention of obstruction"
9-64792,64792,9,"Unspecified infection or infestation of mother, delivered, with mention of postpartum complication"
9-70704,70704,9,"Pressure ulcer, hip"
9-7176,7176,9,Loose body in knee
9-7210,7210,9,Cervical spondylosis without myelopathy
9-79413,79413,9,Nonspecific abnormal visually evoked potential
9-80606,80606,9,Closed fracture of C5-C7 level with complete lesion of cord
9-85183,85183,9,"Other and unspecified cerebral laceration and contusion, without mention of open intracranial wound, with moderate [1-24 hours] loss of consciousness"
9-87411,87411,9,"Open wound of larynx, complicated"
9-9562,9562,9,Injury to posterior tibial nerve
9-E8702,E8702,9,"Accidental cut, puncture, perforation or hemorrhage during kidney dialysis or other perfusion"
9-01584,01584,9,"Tuberculosis of other specified joint, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
9-0412,0412,9,Pneumococcus infection in conditions classified elsewhere and of unspecified site
9-0761,0761,9,"Trachoma, active stage"
9-1515,1515,9,"Malignant neoplasm of lesser curvature of stomach, unspecified"
9-2528,2528,9,Other specified disorders of parathyroid gland
9-27411,27411,9,Uric acid nephrolithiasis
9-3579,3579,9,Unspecified inflammatory and toxic neuropathy
9-64970,64970,9,"Cervical shortening, unspecified as to episode of care or not applicable"
9-80186,80186,9,"Open fracture of base of skull with other and unspecified intracranial hemorrhage, with loss of consciousness of unspecified duration"
9-9013,9013,9,Injury to innominate and subclavian veins
9-99881,99881,9,Emphysema (subcutaneous) (surgical) resulting from procedure
9-E8060,E8060,9,Other specified railway accident injuring railway employee
9-V6107,V6107,9,Family disruption due to death of family member
9-11285,11285,9,Candidal enteritis
9-2350,2350,9,Neoplasm of uncertain behavior of major salivary glands
9-24281,24281,9,Thyrotoxicosis of other specified origin with mention of thyrotoxic crisis or storm
9-24950,24950,9,"Secondary diabetes mellitus with ophthalmic manifestations, not stated as uncontrolled, or unspecified"
9-34540,34540,9,"Localization-related (focal) (partial) epilepsy and epileptic syndromes with complex partial seizures, without mention of intractable epilepsy"
9-37913,37913,9,Equatorial staphyloma
9-4472,4472,9,Rupture of artery
9-61805,61805,9,Perineocele
9-6283,6283,9,"Infertility, female, of uterine origin"
9-65243,65243,9,"Face or brow presentation, antepartum condition or complication"
9-82031,82031,9,Open fracture of intertrochanteric section of neck of femur
9-82532,82532,9,"Open fracture of navicular [scaphoid], foot"
9-83910,83910,9,"Open dislocation, cervical vertebra, unspecified"
